compound,amino_acid,acyl_n,category,formula,adduct,target_mz,row_id,observed_mz,ppm_error,rt_min,has_ms2,is_isf,is_default_adduct,total_scans,dedup_group_id,is_group_representative,sirius_npc_class,sirius_structure_name,sirius_formula
N-C15:0-proline,proline,15,long_chain,C20H37N1O3,[M+H]+,340.2846205037,11195,340.2914,19.923017061314955,7.552,True,False,True,15,asid_3144,True,Dipeptides,"1-[(2S,3S,4S)-4-ethyl-2-(hydroxymethyl)-3-[(4-methylpiperazin-1-yl)methyl]pyrrolidin-1-yl]-3,3-dimethylbutan-1-one",C19H37N3O2
N-C15:0-proline,proline,15,long_chain,C20H37N1O3,[M+H]+,340.2846205037,32077,340.2833,-3.8805858991221687,4.181147,True,False,False,17,asid_4583,False,,,
N-C15:0-proline,proline,15,long_chain,C20H37N1O3,[M+H]+,340.2846205037,47309,340.2837,-2.7050993331375355,4.668174,True,True,False,26,asid_15057,False,Sphingoid bases,Phytosphingosine,C20H37NO3
N-C11:0-histidine,histidine,11,short_medium_chain,C17H29N3O3,[M+NH4]+,341.2547173598,19887,341.2501,-13.530537645737587,5.018,True,False,True,34,asid_19887,True,,,
N-C10:0-phenylalanine,phenylalanine,10,short_medium_chain,C19H29N1O3,[M+Na]+,342.20396449659995,5263,342.2011,-8.370728855139118,1.939621,True,False,False,95,asid_5263,False,Tripeptides,Cyclo(L-Leu-L-Leu-L-betaAsp-),C16H27N3O5
N-C10:0-phenylalanine,phenylalanine,10,short_medium_chain,C19H29N1O3,[M+Na]+,342.20396449659995,52820,342.2012,-8.078505472742004,1.830877,True,False,True,6,asid_52820,True,,,
N-C17:0-alanine,alanine,17,long_chain,C20H39N1O3,[M+H]+,342.3002705675,854,342.299,-3.711850703168236,5.111222,True,False,False,18,asid_690,False,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C17:0-alanine,alanine,17,long_chain,C20H39N1O3,[M+H]+,342.3002705675,971,342.2991,-3.4197095375595983,5.272875,True,True,False,48,asid_1069,True,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C17:0-alanine,alanine,17,long_chain,C20H39N1O3,[M+H]+,342.3002705675,3363,342.2991,-3.4197095375595983,5.376,True,True,True,8,asid_5310,False,N-acyl amines,N-Palmitoyl GABA,C20H39NO3
N-C17:0-alanine,alanine,17,long_chain,C20H39N1O3,[M+H]+,342.3002705675,7982,342.2991,-3.4197095375595983,4.698049,True,False,False,16,asid_7831,False,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C14:0-isoleucine,isoleucine,14,long_chain,C20H39N1O3,[M+H]+,342.3002705675,854,342.299,-3.711850703168236,5.111222,True,False,False,18,asid_690,False,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C14:0-isoleucine,isoleucine,14,long_chain,C20H39N1O3,[M+H]+,342.3002705675,971,342.2991,-3.4197095375595983,5.272875,True,True,False,48,asid_1069,True,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C14:0-isoleucine,isoleucine,14,long_chain,C20H39N1O3,[M+H]+,342.3002705675,3363,342.2991,-3.4197095375595983,5.376,True,True,True,8,asid_5310,False,N-acyl amines,N-Palmitoyl GABA,C20H39NO3
N-C14:0-isoleucine,isoleucine,14,long_chain,C20H39N1O3,[M+H]+,342.3002705675,7982,342.2991,-3.4197095375595983,4.698049,True,False,False,16,asid_7831,False,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C18:0-glycine,glycine,18,long_chain,C20H39N1O3,[M+H]+,342.3002705675,854,342.299,-3.711850703168236,5.111222,True,False,False,18,asid_690,False,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C18:0-glycine,glycine,18,long_chain,C20H39N1O3,[M+H]+,342.3002705675,971,342.2991,-3.4197095375595983,5.272875,True,True,False,48,asid_1069,True,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C18:0-glycine,glycine,18,long_chain,C20H39N1O3,[M+H]+,342.3002705675,3363,342.2991,-3.4197095375595983,5.376,True,True,True,8,asid_5310,False,N-acyl amines,N-Palmitoyl GABA,C20H39NO3
N-C18:0-glycine,glycine,18,long_chain,C20H39N1O3,[M+H]+,342.3002705675,7982,342.2991,-3.4197095375595983,4.698049,True,False,False,16,asid_7831,False,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C14:0-leucine,leucine,14,long_chain,C20H39N1O3,[M+H]+,342.3002705675,854,342.299,-3.711850703168236,5.111222,True,False,False,18,asid_690,False,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C14:0-leucine,leucine,14,long_chain,C20H39N1O3,[M+H]+,342.3002705675,971,342.2991,-3.4197095375595983,5.272875,True,True,False,48,asid_1069,True,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C14:0-leucine,leucine,14,long_chain,C20H39N1O3,[M+H]+,342.3002705675,3363,342.2991,-3.4197095375595983,5.376,True,True,True,8,asid_5310,False,N-acyl amines,N-Palmitoyl GABA,C20H39NO3
N-C14:0-leucine,leucine,14,long_chain,C20H39N1O3,[M+H]+,342.3002705675,7982,342.2991,-3.4197095375595983,4.698049,True,False,False,16,asid_7831,False,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C15:0-valine,valine,15,long_chain,C20H39N1O3,[M+H]+,342.3002705675,854,342.299,-3.711850703168236,5.111222,True,False,False,18,asid_690,False,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C15:0-valine,valine,15,long_chain,C20H39N1O3,[M+H]+,342.3002705675,971,342.2991,-3.4197095375595983,5.272875,True,True,False,48,asid_1069,True,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C15:0-valine,valine,15,long_chain,C20H39N1O3,[M+H]+,342.3002705675,3363,342.2991,-3.4197095375595983,5.376,True,True,True,8,asid_5310,False,N-acyl amines,N-Palmitoyl GABA,C20H39NO3
N-C15:0-valine,valine,15,long_chain,C20H39N1O3,[M+H]+,342.3002705675,7982,342.2991,-3.4197095375595983,4.698049,True,False,False,16,asid_7831,False,Ceramides,"N-(1,3-dihydroxyoctadec-4-en-2-yl)acetamide",C20H39NO3
N-C14:0-proline,proline,14,long_chain,C19H35N1O3,[M+NH4]+,343.2955195408,3254,343.2944,-3.261157621580362,4.357783,True,False,False,42,asid_3254,False,N-acyl amines,"2-[Dimethyl-[3-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosadeuteriododecanoylamino)propyl]azaniumyl]acetate",C19H38N2O3
N-C13:0-lysine,lysine,13,long_chain,C19H38N2O3,[M+H]+,343.2955195408,3254,343.2944,-3.261157621580362,4.357783,True,False,False,42,asid_3254,False,N-acyl amines,"2-[Dimethyl-[3-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosadeuteriododecanoylamino)propyl]azaniumyl]acetate",C19H38N2O3
N-C9:0-tyrosine,tyrosine,9,short_medium_chain,C18H27N1O4,[M+Na]+,344.1832290549,23384,344.181,-6.476361169949613,1.398714,True,False,False,8,asid_23384,False,,,
N-C9:0-tryptophan,tryptophan,9,short_medium_chain,C20H28N2O3,[M+H]+,345.2172692218,5684,345.2127,-13.23578571347656,0.586599,True,False,True,57,asid_5684,True,Tripeptides,"2-[[2-[(2,4-Diamino-4-oxobutanoyl)amino]-3-methylbutanoyl]amino]-4-methylpentanoic acid",C15H28N4O5
N-C9:0-tryptophan,tryptophan,9,short_medium_chain,C20H28N2O3,[M+H]+,345.2172692218,13246,345.2126,-13.525458359924176,0.568,True,False,True,10,asid_13246,True,,,
N-C9:0-tryptophan,tryptophan,9,short_medium_chain,C20H28N2O3,[M+H]+,345.2172692218,21055,345.2124,-14.104803652984067,1.485,True,False,True,26,asid_21055,True,Dipeptides,2-[[2-[[2-[(2-Amino-3-methylbutanoyl)amino]-3-methylpentanoyl]amino]acetyl]amino]acetic acid,C15H28N4O5
N-C9:0-tryptophan,tryptophan,9,short_medium_chain,C20H28N2O3,[M+H]+,345.2172692218,26797,345.2123,-14.394476299431684,1.314,True,False,True,17,asid_26797,True,Dipeptides,H-Ala-Ile-Ala-Ser-al,C15H28N4O5
N-C12:0-glutamate,glutamate,12,long_chain,C17H31N1O5,[M+NH4]+,347.2540486574,2654,347.2569,8.211114056097855,5.3765,True,True,False,40,asid_3577,False,Labdane diterpenoids,"13Z-Labdene-8Alpha,15,16-Triol",C22H34O3
N-C12:0-glutamate,glutamate,12,long_chain,C17H31N1O5,[M+NH4]+,347.2540486574,5866,347.2568,7.923140451869102,5.255,True,False,False,36,asid_1036,True,Catechols with side chains,Ginkgoic Acid,C22H34O3
N-C13:0-aspartate,aspartate,13,long_chain,C17H31N1O5,[M+NH4]+,347.2540486574,2654,347.2569,8.211114056097855,5.3765,True,True,False,40,asid_3577,False,Labdane diterpenoids,"13Z-Labdene-8Alpha,15,16-Triol",C22H34O3
N-C13:0-aspartate,aspartate,13,long_chain,C17H31N1O5,[M+NH4]+,347.2540486574,5866,347.2568,7.923140451869102,5.255,True,False,False,36,asid_1036,True,Catechols with side chains,Ginkgoic Acid,C22H34O3
N-C14:0-proline,proline,14,long_chain,C19H35N1O3,[M+Na]+,348.25091468799997,6223,348.2518,2.5421670488069674,5.197248,True,True,True,28,asid_240,True,N-acyl amines,,C21H33NO3
N-C12:0-phenylalanine,phenylalanine,12,long_chain,C21H33N1O3,[M+H]+,348.2533203761,6223,348.2518,-4.365718892144479,5.197248,True,True,True,28,asid_240,True,N-acyl amines,,C21H33NO3
N-C14:0-valine,valine,14,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,7044,350.2677,3.2410978216122364,5.418,True,True,True,40,asid_427,True,Aminoacids,"3-methyl-4-(15-oxohexadecyl)-2,5-dihydro-1H-pyrrole-2,5-dione",C21H35NO3
N-C14:0-valine,valine,14,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,17748,350.2677,3.2410978216122364,5.23471,True,False,True,23,asid_17748,True,,,
N-C14:0-valine,valine,14,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,23781,350.2677,3.2410978216122364,5.301605,True,True,True,17,asid_1322,False,N-acyl amines,2-heptadecanamidoacetic acid,C21H35NO3
N-C13:0-leucine,leucine,13,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,7044,350.2677,3.2410978216122364,5.418,True,True,True,40,asid_427,True,Aminoacids,"3-methyl-4-(15-oxohexadecyl)-2,5-dihydro-1H-pyrrole-2,5-dione",C21H35NO3
N-C13:0-leucine,leucine,13,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,17748,350.2677,3.2410978216122364,5.23471,True,False,True,23,asid_17748,True,,,
N-C13:0-leucine,leucine,13,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,23781,350.2677,3.2410978216122364,5.301605,True,True,True,17,asid_1322,False,N-acyl amines,2-heptadecanamidoacetic acid,C21H35NO3
N-C17:0-glycine,glycine,17,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,7044,350.2677,3.2410978216122364,5.418,True,True,True,40,asid_427,True,Aminoacids,"3-methyl-4-(15-oxohexadecyl)-2,5-dihydro-1H-pyrrole-2,5-dione",C21H35NO3
N-C17:0-glycine,glycine,17,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,17748,350.2677,3.2410978216122364,5.23471,True,False,True,23,asid_17748,True,,,
N-C17:0-glycine,glycine,17,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,23781,350.2677,3.2410978216122364,5.301605,True,True,True,17,asid_1322,False,N-acyl amines,2-heptadecanamidoacetic acid,C21H35NO3
N-C13:0-isoleucine,isoleucine,13,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,7044,350.2677,3.2410978216122364,5.418,True,True,True,40,asid_427,True,Aminoacids,"3-methyl-4-(15-oxohexadecyl)-2,5-dihydro-1H-pyrrole-2,5-dione",C21H35NO3
N-C13:0-isoleucine,isoleucine,13,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,17748,350.2677,3.2410978216122364,5.23471,True,False,True,23,asid_17748,True,,,
N-C13:0-isoleucine,isoleucine,13,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,23781,350.2677,3.2410978216122364,5.301605,True,True,True,17,asid_1322,False,N-acyl amines,2-heptadecanamidoacetic acid,C21H35NO3
N-C16:0-alanine,alanine,16,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,7044,350.2677,3.2410978216122364,5.418,True,True,True,40,asid_427,True,Aminoacids,"3-methyl-4-(15-oxohexadecyl)-2,5-dihydro-1H-pyrrole-2,5-dione",C21H35NO3
N-C16:0-alanine,alanine,16,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,17748,350.2677,3.2410978216122364,5.23471,True,False,True,23,asid_17748,True,,,
N-C16:0-alanine,alanine,16,long_chain,C19H37N1O3,[M+Na]+,350.2665647518,23781,350.2677,3.2410978216122364,5.301605,True,True,True,17,asid_1322,False,N-acyl amines,2-heptadecanamidoacetic acid,C21H35NO3
N-C8:0-tryptophan,tryptophan,8,short_medium_chain,C19H26N2O3,[M+Na]+,353.18356340609995,28967,353.1806,-8.390554960553036,3.061373,True,False,True,7,asid_28967,True,Tripeptides,2-[2-[2-(2-Aminopropanoylamino)propanoylamino]propanoylamino]-3-methylbutanoic acid,C16H24N4O5
N-C10:0-tyrosine,tyrosine,10,short_medium_chain,C19H29N1O4,[M+NH4]+,353.2434839715,2717,353.2463,7.9719191657122614,4.161404,True,False,False,96,asid_6362,True,,,
N-C10:0-tyrosine,tyrosine,10,short_medium_chain,C19H29N1O4,[M+NH4]+,353.2434839715,6680,353.2464,8.25501002092239,3.636708,True,True,False,24,asid_1828,False,,,
N-C10:0-tyrosine,tyrosine,10,short_medium_chain,C19H29N1O4,[M+NH4]+,353.2434839715,18760,353.2465,8.53810087629344,3.855751,True,True,True,25,asid_3287,True,,,
N-C16:0-proline,proline,16,long_chain,C21H39N1O3,[M+H]+,354.3002705675,17038,354.2988,-4.150624829032641,5.442,True,False,True,27,asid_17038,True,N-acyl amines,,C21H39NO3
N-C16:0-proline,proline,16,long_chain,C21H39N1O3,[M+H]+,354.3002705675,27695,354.2991,-3.3038854249079628,4.908152,True,False,True,8,asid_27695,True,Ceramides,"N-[(E,2S,3R)-1,3-dihydroxyoctadec-4-en-2-yl]prop-2-enamide",C21H39NO3
N-C16:0-proline,proline,16,long_chain,C21H39N1O3,[M+H]+,354.3002705675,39955,354.299,-3.586131893056481,4.683,True,False,True,6,asid_39955,True,Ceramides,"N-(1,3-dihydroxypropan-2-yl)octadeca-9,12-dienamide",C21H39NO3
N-C11:0-phenylalanine,phenylalanine,11,short_medium_chain,C20H31N1O3,[M+Na]+,356.2196145604,2212,356.2168,-7.901194333363017,2.488016,True,True,False,66,asid_11579,False,Tripeptides,(2S)-2-[[2-[2-(cyclopentanecarbonylamino)propanoylamino]acetyl]amino]-4-methylpentanoic acid,C17H29N3O5
N-C11:0-phenylalanine,phenylalanine,11,short_medium_chain,C20H31N1O3,[M+Na]+,356.2196145604,4384,356.2173,-6.497565842377041,2.354404,True,False,False,15,asid_4384,False,,,
N-C15:0-isoleucine,isoleucine,15,long_chain,C21H41N1O3,[M+H]+,356.3159206313,15502,356.3147,-3.4256995809333004,5.21165,True,False,False,7,asid_10684,False,,,
N-C15:0-leucine,leucine,15,long_chain,C21H41N1O3,[M+H]+,356.3159206313,15502,356.3147,-3.4256995809333004,5.21165,True,False,False,7,asid_10684,False,,,
N-C18:0-alanine,alanine,18,long_chain,C21H41N1O3,[M+H]+,356.3159206313,15502,356.3147,-3.4256995809333004,5.21165,True,False,False,7,asid_10684,False,,,
N-C16:0-valine,valine,16,long_chain,C21H41N1O3,[M+H]+,356.3159206313,15502,356.3147,-3.4256995809333004,5.21165,True,False,False,7,asid_10684,False,,,
N-C14:0-glutamine,glutamine,14,long_chain,C19H36N2O4,[M+H]+,357.2747840991,752,357.2776,7.881611088597992,4.959,True,True,False,71,asid_7500,False,,,
N-C14:0-glutamine,glutamine,14,long_chain,C19H36N2O4,[M+H]+,357.2747840991,1697,357.2776,7.881611088597992,4.925,True,False,True,13,asid_1697,True,,,
N-C15:0-asparagine,asparagine,15,long_chain,C19H36N2O4,[M+H]+,357.2747840991,752,357.2776,7.881611088597992,4.959,True,True,False,71,asid_7500,False,,,
N-C15:0-asparagine,asparagine,15,long_chain,C19H36N2O4,[M+H]+,357.2747840991,1697,357.2776,7.881611088597992,4.925,True,False,True,13,asid_1697,True,,,
N-C14:0-lysine,lysine,14,long_chain,C20H40N2O3,[M+H]+,357.3111696046,23414,357.31,-3.273350232282829,5.058,True,False,True,7,asid_23414,True,,,
N-C15:0-proline,proline,15,long_chain,C20H37N1O3,[M+NH4]+,357.3111696046,23414,357.31,-3.273350232282829,5.058,True,False,True,7,asid_23414,True,,,
N-C10:0-tyrosine,tyrosine,10,short_medium_chain,C19H29N1O4,[M+Na]+,358.19887911869995,18173,358.1965,-6.641893201308111,0.640262,True,False,True,34,asid_18173,True,Dipeptides,2-[[1-(2-Amino-4-methylpentanoyl)pyrrolidine-2-carbonyl]amino]pentanedioic acid,C16H27N3O6
N-C10:0-tyrosine,tyrosine,10,short_medium_chain,C19H29N1O4,[M+Na]+,358.19887911869995,31429,358.1961,-7.758591279753875,3.222006,True,False,True,30,asid_31429,True,Tripeptides,2-[[4-Carboxy-2-(pyrrolidine-2-carbonylamino)butanoyl]amino]-4-methylpentanoic acid,C16H27N3O6
N-C10:0-tyrosine,tyrosine,10,short_medium_chain,C19H29N1O4,[M+Na]+,358.19887911869995,52879,358.196,-8.03776579928597,3.342,True,False,True,7,asid_52879,True,,,
N-C15:0-aspartate,aspartate,15,long_chain,C19H35N1O5,[M+H]+,358.2587996841,36258,358.2632,12.282506120938104,5.044933,True,False,False,13,asid_29235,False,,,
N-C14:0-glutamate,glutamate,14,long_chain,C19H35N1O5,[M+H]+,358.2587996841,36258,358.2632,12.282506120938104,5.044933,True,False,False,13,asid_29235,False,,,
N-C16:0-threonine,threonine,16,long_chain,C20H39N1O4,[M+H]+,358.2951851896,6759,358.2938,-3.866056975528582,4.171149,True,False,False,26,asid_4583,False,,,
N-C16:0-threonine,threonine,16,long_chain,C20H39N1O4,[M+H]+,358.2951851896,10732,358.294,-3.3078580148006984,5.159,True,False,True,8,asid_10732,True,,,
N-C16:0-threonine,threonine,16,long_chain,C20H39N1O4,[M+H]+,358.2951851896,17711,358.2941,-3.028758534357432,4.678166,True,True,False,22,asid_15057,False,,,
N-C16:0-homoserine,homoserine,16,long_chain,C20H39N1O4,[M+H]+,358.2951851896,6759,358.2938,-3.866056975528582,4.171149,True,False,False,26,asid_4583,False,,,
N-C16:0-homoserine,homoserine,16,long_chain,C20H39N1O4,[M+H]+,358.2951851896,10732,358.294,-3.3078580148006984,5.159,True,False,True,8,asid_10732,True,,,
N-C16:0-homoserine,homoserine,16,long_chain,C20H39N1O4,[M+H]+,358.2951851896,17711,358.2941,-3.028758534357432,4.678166,True,True,False,22,asid_15057,False,,,
N-C17:0-serine,serine,17,long_chain,C20H39N1O4,[M+H]+,358.2951851896,6759,358.2938,-3.866056975528582,4.171149,True,False,False,26,asid_4583,False,,,
N-C17:0-serine,serine,17,long_chain,C20H39N1O4,[M+H]+,358.2951851896,10732,358.294,-3.3078580148006984,5.159,True,False,True,8,asid_10732,True,,,
N-C17:0-serine,serine,17,long_chain,C20H39N1O4,[M+H]+,358.2951851896,17711,358.2941,-3.028758534357432,4.678166,True,True,False,22,asid_15057,False,,,
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+H]+,359.2329192856,909,359.2281,-13.415489898920049,1.127151,True,False,True,138,asid_909,True,,,
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+H]+,359.2329192856,1072,359.2279,-13.972231748760468,1.226761,True,False,True,134,asid_1072,True,Tripeptides,"2-[[2-[(2,4-Diamino-4-oxobutanoyl)amino]-3-methylpentanoyl]amino]-4-methylpentanoic acid",C16H30N4O5
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+H]+,359.2329192856,2581,359.2279,-13.972231748760468,1.351276,True,False,False,50,asid_11051,True,,,
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+H]+,359.2329192856,5728,359.2285,-12.302006199239207,0.536582,True,False,True,42,asid_5728,True,Tripeptides,2-[[4-Amino-2-[(2-amino-4-methylpentanoyl)amino]-4-oxobutanoyl]amino]-4-methylpentanoic acid,C16H30N4O5
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,[M+H]+,359.2329192856,20459,359.2397,18.87553739087491,4.929,True,False,True,7,asid_20459,True,Dipeptides,(NE)-N-[1-[3-[bis[(2E)-2-hydroxyiminopropyl]amino]propyl-[(2E)-2-hydroxyiminopropyl]amino]propan-2-ylidene]hydroxylamine,C15H30N6O4
N-C12:0-histidine,histidine,12,long_chain,C18H31N3O3,[M+Na]+,360.2257625708,4728,360.2316,16.204918710889665,1.108774,True,False,True,80,asid_909,False,,,
N-C12:0-histidine,histidine,12,long_chain,C18H31N3O3,[M+Na]+,360.2257625708,5524,360.2314,15.649711335994233,1.249255,True,False,True,95,asid_1072,False,,,
N-C13:0-lysine,lysine,13,long_chain,C19H38N2O3,[M+NH4]+,360.3220686417,2317,360.3225,1.1971464906470357,5.816982,True,False,False,8,asid_94,True,,,
N-C13:0-lysine,lysine,13,long_chain,C19H38N2O3,[M+NH4]+,360.3220686417,6186,360.3247,7.302795273996587,5.683748,True,False,True,10,asid_6186,True,N-acyl amines,N-(2-phenylethyl)hexadecanamide,C24H41NO
N-C9:0-tryptophan,tryptophan,9,short_medium_chain,C20H28N2O3,[M+NH4]+,362.2438183227,17082,362.2404,-9.436524592230857,1.456382,True,False,False,12,asid_6825,False,,,
N-C15:0-valine,valine,15,long_chain,C20H39N1O3,[M+Na]+,364.28221481559996,1840,364.2808,-3.8838448390185634,5.375,True,False,True,8,asid_1840,True,,,
N-C15:0-valine,valine,15,long_chain,C20H39N1O3,[M+Na]+,364.28221481559996,4385,364.2833,2.9789661858436554,5.192634,True,False,False,15,asid_4385,True,N-acyl amines,N-Palmitoyl GABA,C22H37NO3
N-C18:0-glycine,glycine,18,long_chain,C20H39N1O3,[M+Na]+,364.28221481559996,1840,364.2808,-3.8838448390185634,5.375,True,False,True,8,asid_1840,True,,,
N-C18:0-glycine,glycine,18,long_chain,C20H39N1O3,[M+Na]+,364.28221481559996,4385,364.2833,2.9789661858436554,5.192634,True,False,False,15,asid_4385,True,N-acyl amines,N-Palmitoyl GABA,C22H37NO3
N-C17:0-alanine,alanine,17,long_chain,C20H39N1O3,[M+Na]+,364.28221481559996,1840,364.2808,-3.8838448390185634,5.375,True,False,True,8,asid_1840,True,,,
N-C17:0-alanine,alanine,17,long_chain,C20H39N1O3,[M+Na]+,364.28221481559996,4385,364.2833,2.9789661858436554,5.192634,True,False,False,15,asid_4385,True,N-acyl amines,N-Palmitoyl GABA,C22H37NO3
N-C14:0-isoleucine,isoleucine,14,long_chain,C20H39N1O3,[M+Na]+,364.28221481559996,1840,364.2808,-3.8838448390185634,5.375,True,False,True,8,asid_1840,True,,,
N-C14:0-isoleucine,isoleucine,14,long_chain,C20H39N1O3,[M+Na]+,364.28221481559996,4385,364.2833,2.9789661858436554,5.192634,True,False,False,15,asid_4385,True,N-acyl amines,N-Palmitoyl GABA,C22H37NO3
N-C14:0-leucine,leucine,14,long_chain,C20H39N1O3,[M+Na]+,364.28221481559996,1840,364.2808,-3.8838448390185634,5.375,True,False,True,8,asid_1840,True,,,
N-C14:0-leucine,leucine,14,long_chain,C20H39N1O3,[M+Na]+,364.28221481559996,4385,364.2833,2.9789661858436554,5.192634,True,False,False,15,asid_4385,True,N-acyl amines,N-Palmitoyl GABA,C22H37NO3
N-C13:0-lysine,lysine,13,long_chain,C19H38N2O3,[M+Na]+,365.2774637889,13159,365.2763,-3.1860407918833795,4.345339,True,False,False,15,asid_3254,False,N-acyl amines,"2-[Dimethyl-[3-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosadeuteriododecanoylamino)propyl]azaniumyl]acetate",C19H38N2O3
N-C12:0-phenylalanine,phenylalanine,12,long_chain,C21H33N1O3,[M+NH4]+,365.27986947700003,13159,365.2763,-9.771896286407856,4.345339,True,False,False,15,asid_3254,False,N-acyl amines,"2-[Dimethyl-[3-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosadeuteriododecanoylamino)propyl]azaniumyl]acetate",C19H38N2O3
N-C13:0-glutamate,glutamate,13,long_chain,C18H33N1O5,[M+Na]+,366.22509386839994,35976,366.2238,-3.5329867385329585,4.321205,True,False,True,7,asid_35976,True,Tripeptides,"(2R,5R)-2-(6-amino-8-ethylpurin-9-yl)-5-[[3-aminopropyl(methyl)amino]methyl]oxolane-3,4-diol",C16H27N7O3
N-C14:0-aspartate,aspartate,14,long_chain,C18H33N1O5,[M+Na]+,366.22509386839994,35976,366.2238,-3.5329867385329585,4.321205,True,False,True,7,asid_35976,True,Tripeptides,"(2R,5R)-2-(6-amino-8-ethylpurin-9-yl)-5-[[3-aminopropyl(methyl)amino]methyl]oxolane-3,4-diol",C16H27N7O3
N-C9:0-tryptophan,tryptophan,9,short_medium_chain,C20H28N2O3,[M+Na]+,367.1992134699,5287,367.1964,-7.661971477020268,1.878,True,False,True,49,asid_5287,True,Tripeptides,"2-[[2-[(2,4-Diamino-4-oxobutanoyl)amino]-4-methylpentanoyl]amino]-3-methylbutanoic acid",C17H26N4O5
N-C9:0-tryptophan,tryptophan,9,short_medium_chain,C20H28N2O3,[M+Na]+,367.1992134699,12617,367.2046,14.66923103988547,1.643654,True,False,True,31,asid_12617,True,,,
N-C9:0-tryptophan,tryptophan,9,short_medium_chain,C20H28N2O3,[M+Na]+,367.1992134699,45944,367.2,2.141971091339616,4.255528,True,False,True,8,asid_45944,True,,,
N-C13:0-methionine,methionine,13,long_chain,C18H35N1O3S1,[M+Na]+,368.222985378,6493,368.2172,-15.711615596309354,1.748643,True,False,True,13,asid_6493,True,,,
N-C13:0-methionine,methionine,13,long_chain,C18H35N1O3S1,[M+Na]+,368.222985378,6504,368.2168,-16.797913888097572,1.866382,True,False,True,15,asid_6504,True,,,
N-C15:0-cysteine,cysteine,15,long_chain,C18H35N1O3S1,[M+Na]+,368.222985378,6493,368.2172,-15.711615596309354,1.748643,True,False,True,13,asid_6493,True,,,
N-C15:0-cysteine,cysteine,15,long_chain,C18H35N1O3S1,[M+Na]+,368.222985378,6504,368.2168,-16.797913888097572,1.866382,True,False,True,15,asid_6504,True,,,
N-C17:0-proline,proline,17,long_chain,C22H41N1O3,[M+H]+,368.3159206313,2308,368.3146,-3.585593850395236,5.393,True,True,False,10,asid_5317,False,N-acyl amines,4-[[(E)-octadec-9-enoyl]amino]butanoic acid,C22H41NO3
N-C17:0-proline,proline,17,long_chain,C22H41N1O3,[M+H]+,368.3159206313,2926,368.3146,-3.585593850395236,5.553,True,True,True,16,asid_6821,True,Ceramides,[(2R)-3-hexadecoxy-2-isocyanopropyl] acetate,C22H41NO3
