species_prefix,protein_id,pfam_acc,full_seq_e_value,LOCUSTAG,GENUS,SPECIES,STRAIN
DBVPG6081,DBVPG6081_006907-T1,PF00743.26,2.8e-20,DBVPG6081,Rhodotorula,Rhodotorula glutinis,DBVPG 6081
DBVPG6081,DBVPG6081_005575-T1,PF00743.26,2.4e-14,DBVPG6081,Rhodotorula,Rhodotorula glutinis,DBVPG 6081
DBVPG6081,DBVPG6081_003034-T1,PF00743.26,7.9e-14,DBVPG6081,Rhodotorula,Rhodotorula glutinis,DBVPG 6081
DBVPG6081,DBVPG6081_006120-T1,PF00743.26,2.1e-12,DBVPG6081,Rhodotorula,Rhodotorula glutinis,DBVPG 6081
TFCN0520421,TFCN0520421_001275-T1,PF00743.26,1.3e-36,TFCN0520421,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-1
TFCN0520421,TFCN0520421_001275-T1,PF00743.26,1.3e-36,TFCN0520421,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-1
TFCN0520421,TFCN0520421_001275-T1,PF00743.26,1.3e-36,TFCN0520421,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-1
TFCN0520421,TFCN0520421_001275-T1,PF00743.26,1.3e-36,TFCN0520421,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-1
TFCN0520421,TFCN0520421_002177-T1,PF00743.26,2.1e-35,TFCN0520421,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-1
TFCN0520421,TFCN0520421_006992-T1,PF00743.26,2.7e-24,TFCN0520421,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-1
TFCN0520421,TFCN0520421_003095-T1,PF00743.26,3.7e-18,TFCN0520421,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-1
TFCN0520421,TFCN0520421_006865-T1,PF00743.26,2.6e-15,TFCN0520421,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-1
TFCN0520421,TFCN0520421_006866-T1,PF00743.26,4.4e-15,TFCN0520421,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-1
TFCN0520421,TFCN0520421_007402-T1,PF00743.26,1.4e-14,TFCN0520421,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-1
TFCN0520421,TFCN0520421_000798-T1,PF00743.26,2.6e-10,TFCN0520421,Rhodotorula,Rhodotorula taiwanensis,TFCN 0520-4-2-1
TFCN25332D1,TFCN25332D1_002232-T1,PF00743.26,1.2e-36,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_002232-T1,PF00743.26,1.2e-36,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_002232-T1,PF00743.26,1.2e-36,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_002231-T1,PF00743.26,1.7e-35,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_002231-T1,PF00743.26,1.7e-35,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_002136-T1,PF00743.26,2.6e-34,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_004143-T1,PF00743.26,3.2e-22,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_000913-T1,PF00743.26,3.4e-16,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_004645-T1,PF00743.26,1.9e-15,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_005991-T1,PF00743.26,6.7e-15,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_001546-T1,PF00743.26,8.1e-14,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_005990-T1,PF00743.26,2.3e-12,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN25332D1,TFCN25332D1_007112-T1,PF00743.26,4.2e-10,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1
TFCN1702E3902,TFCN1702E3902_000941-T1,PF00743.26,1.2e-36,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_000941-T1,PF00743.26,1.2e-36,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_004366-T1,PF00743.26,3e-35,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_004366-T1,PF00743.26,3e-35,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_006680-T1,PF00743.26,1.4e-33,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_004367-T1,PF00743.26,2.2e-32,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_004367-T1,PF00743.26,2.2e-32,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_004367-T1,PF00743.26,2.2e-32,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_000940-T1,PF00743.26,2.4e-32,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_000940-T1,PF00743.26,2.4e-32,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_003325-T1,PF00743.26,2.4e-29,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_007741-T1,PF00743.26,1.1e-24,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_007741-T1,PF00743.26,1.1e-24,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_005600-T1,PF00743.26,4.3e-22,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_005690-T1,PF00743.26,5e-22,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_004648-T1,PF00743.26,6.9e-17,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_008484-T1,PF00743.26,1.1e-16,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_001317-T1,PF00743.26,6.2e-16,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_012164-T1,PF00743.26,1.1e-14,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_000625-T1,PF00743.26,4.4e-14,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_011446-T1,PF00743.26,1.2e-13,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_011542-T1,PF00743.26,4.7e-09,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E3902,TFCN1702E3902_012163-T1,PF00743.26,8.7e-09,TFCN1702E3902,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2
TFCN1702E33410,TFCN1702E33410_004186-T1,PF00743.26,1.2e-36,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_004186-T1,PF00743.26,1.2e-36,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_004186-T1,PF00743.26,1.2e-36,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_004185-T1,PF00743.26,1.7e-35,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_004185-T1,PF00743.26,1.7e-35,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_002318-T1,PF00743.26,2.6e-34,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_004374-T1,PF00743.26,3.3e-22,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_005457-T1,PF00743.26,4.5e-17,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_006813-T1,PF00743.26,3.4e-16,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_005076-T1,PF00743.26,6.8e-15,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_001223-T1,PF00743.26,8.2e-14,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_005077-T1,PF00743.26,2.3e-12,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
TFCN1702E33410,TFCN1702E33410_006978-T1,PF00743.26,4.3e-10,TFCN1702E33410,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10
DBVPG6083,DBVPG6083_001954-T1,PF00743.26,2.2e-38,DBVPG6083,Rhodotorula,Rhodotorula graminis,DBVPG 6083
DBVPG6083,DBVPG6083_001954-T1,PF00743.26,2.2e-38,DBVPG6083,Rhodotorula,Rhodotorula graminis,DBVPG 6083
DBVPG6083,DBVPG6083_001954-T1,PF00743.26,2.2e-38,DBVPG6083,Rhodotorula,Rhodotorula graminis,DBVPG 6083
DBVPG6083,DBVPG6083_001379-T1,PF00743.26,1.1e-26,DBVPG6083,Rhodotorula,Rhodotorula graminis,DBVPG 6083
DBVPG6083,DBVPG6083_006482-T1,PF00743.26,6.1e-22,DBVPG6083,Rhodotorula,Rhodotorula graminis,DBVPG 6083
DBVPG6083,DBVPG6083_002947-T1,PF00743.26,9.8e-22,DBVPG6083,Rhodotorula,Rhodotorula graminis,DBVPG 6083
DBVPG6083,DBVPG6083_000363-T1,PF00743.26,8.1e-16,DBVPG6083,Rhodotorula,Rhodotorula graminis,DBVPG 6083
DBVPG6083,DBVPG6083_005098-T1,PF00743.26,5.2e-15,DBVPG6083,Rhodotorula,Rhodotorula graminis,DBVPG 6083
DBVPG6083,DBVPG6083_002866-T1,PF00743.26,1e-11,DBVPG6083,Rhodotorula,Rhodotorula graminis,DBVPG 6083
DBVPG6083,DBVPG6083_001380-T1,PF00743.26,1.1e-07,DBVPG6083,Rhodotorula,Rhodotorula graminis,DBVPG 6083
OM441,OM441_000846-T1,PF00743.26,4.4e-38,OM441,Rhodotorula,Rhodotorula graminis,NRRL Y-2474
OM441,OM441_000846-T1,PF00743.26,4.4e-38,OM441,Rhodotorula,Rhodotorula graminis,NRRL Y-2474
OM441,OM441_000846-T1,PF00743.26,4.4e-38,OM441,Rhodotorula,Rhodotorula graminis,NRRL Y-2474
OM441,OM441_000607-T1,PF00743.26,4.5e-34,OM441,Rhodotorula,Rhodotorula graminis,NRRL Y-2474
OM441,OM441_000607-T1,PF00743.26,4.5e-34,OM441,Rhodotorula,Rhodotorula graminis,NRRL Y-2474
OM441,OM441_000365-T1,PF00743.26,6.9e-22,OM441,Rhodotorula,Rhodotorula graminis,NRRL Y-2474
OM441,OM441_005275-T1,PF00743.26,1.1e-21,OM441,Rhodotorula,Rhodotorula graminis,NRRL Y-2474
OM441,OM441_003794-T1,PF00743.26,5.9e-15,OM441,Rhodotorula,Rhodotorula graminis,NRRL Y-2474
OM441,OM441_002151-T1,PF00743.26,6.8e-14,OM441,Rhodotorula,Rhodotorula graminis,NRRL Y-2474
OM441,OM441_005142-T1,PF00743.26,2e-11,OM441,Rhodotorula,Rhodotorula graminis,NRRL Y-2474
TFCN25337M3,TFCN25337M3_002660-T1,PF00743.26,1.3e-36,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_002660-T1,PF00743.26,1.3e-36,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_002660-T1,PF00743.26,1.3e-36,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_002659-T1,PF00743.26,1.7e-35,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_002659-T1,PF00743.26,1.7e-35,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_000479-T1,PF00743.26,2.7e-34,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_001596-T1,PF00743.26,3.3e-22,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_007321-T1,PF00743.26,1.4e-17,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_007134-T1,PF00743.26,3.7e-16,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_007083-T1,PF00743.26,6.9e-15,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_004175-T1,PF00743.26,8.4e-14,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_007082-T1,PF00743.26,2.4e-12,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN25337M3,TFCN25337M3_006839-T1,PF00743.26,4.3e-10,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3
TFCN152C3,TFCN152C3_000799-T1,PF00743.26,1.4e-37,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3
TFCN152C3,TFCN152C3_000799-T1,PF00743.26,1.4e-37,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3
TFCN152C3,TFCN152C3_000799-T1,PF00743.26,1.4e-37,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3
TFCN152C3,TFCN152C3_000704-T1,PF00743.26,1.1e-36,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3
TFCN152C3,TFCN152C3_000704-T1,PF00743.26,1.1e-36,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3
TFCN152C3,TFCN152C3_001132-T1,PF00743.26,4.2e-19,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3
TFCN152C3,TFCN152C3_006697-T1,PF00743.26,4.8e-18,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3
TFCN152C3,TFCN152C3_006171-T1,PF00743.26,1.9e-16,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3
TFCN152C3,TFCN152C3_003214-T1,PF00743.26,1e-15,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3
TFCN152C3,TFCN152C3_004233-T1,PF00743.26,8.3e-13,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3
TFCN152C3,TFCN152C3_005764-T1,PF00743.26,2.7e-10,TFCN152C3,Rhodotorula,Rhodotorula toruloides,TFCN 152C-3
OM440,OM440_001905-T1,PF00743.26,6e-35,OM440,Rhodotorula,Rhodotorula sphaerocarpa,NRRL Y-7192
OM440,OM440_001808-T1,PF00743.26,1.4e-30,OM440,Rhodotorula,Rhodotorula sphaerocarpa,NRRL Y-7192
OM440,OM440_001808-T1,PF00743.26,1.4e-30,OM440,Rhodotorula,Rhodotorula sphaerocarpa,NRRL Y-7192
OM440,OM440_000385-T1,PF00743.26,7.3e-28,OM440,Rhodotorula,Rhodotorula sphaerocarpa,NRRL Y-7192
OM440,OM440_004103-T1,PF00743.26,5.9e-17,OM440,Rhodotorula,Rhodotorula sphaerocarpa,NRRL Y-7192
OM440,OM440_003299-T1,PF00743.26,2.7e-16,OM440,Rhodotorula,Rhodotorula sphaerocarpa,NRRL Y-7192
OM440,OM440_004474-T1,PF00743.26,8.7e-14,OM440,Rhodotorula,Rhodotorula sphaerocarpa,NRRL Y-7192
OM440,OM440_004863-T1,PF00743.26,2.7e-09,OM440,Rhodotorula,Rhodotorula sphaerocarpa,NRRL Y-7192
DBVPG7922,DBVPG7922_002026-T1,PF00743.26,1e-35,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922
DBVPG7922,DBVPG7922_002026-T1,PF00743.26,1e-35,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922
DBVPG7922,DBVPG7922_004612-T1,PF00743.26,8.1e-35,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922
DBVPG7922,DBVPG7922_004612-T1,PF00743.26,8.1e-35,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922
DBVPG7922,DBVPG7922_004612-T1,PF00743.26,8.1e-35,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922
DBVPG7922,DBVPG7922_005514-T1,PF00743.26,1.6e-20,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922
DBVPG7922,DBVPG7922_002183-T1,PF00743.26,1.5e-18,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922
DBVPG7922,DBVPG7922_005045-T1,PF00743.26,5.8e-12,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922
DBVPG7922,DBVPG7922_005132-T1,PF00743.26,6.6e-12,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922
DBVPG7922,DBVPG7922_006548-T1,PF00743.26,1e-11,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922
DBVPG7922,DBVPG7922_003648-T1,PF00743.26,7.7e-09,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922
TFCN98A5,TFCN98A5_003153-T1,PF00743.26,1.2e-36,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_003153-T1,PF00743.26,1.2e-36,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_003153-T1,PF00743.26,1.2e-36,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_003154-T1,PF00743.26,1.7e-35,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_003154-T1,PF00743.26,1.7e-35,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_005381-T1,PF00743.26,2.6e-34,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_002646-T1,PF00743.26,3.7e-22,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_004122-T1,PF00743.26,4.5e-17,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_007072-T1,PF00743.26,3.6e-16,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_000825-T1,PF00743.26,6.8e-15,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_002898-T1,PF00743.26,8.2e-14,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_000824-T1,PF00743.26,2.3e-12,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN98A5,TFCN98A5_007077-T1,PF00743.26,4.3e-10,TFCN98A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98A-5
TFCN21362,TFCN21362_000904-T1,PF00743.26,1.1e-36,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_000904-T1,PF00743.26,1.1e-36,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_000904-T1,PF00743.26,1.1e-36,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_000905-T1,PF00743.26,1.6e-35,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_000905-T1,PF00743.26,1.6e-35,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_000996-T1,PF00743.26,2.4e-34,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_002609-T1,PF00743.26,3.4e-22,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_005894-T1,PF00743.26,4.2e-17,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_006450-T1,PF00743.26,3.4e-16,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_005249-T1,PF00743.26,6.3e-15,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_005250-T1,PF00743.26,2.2e-12,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_003431-T1,PF00743.26,5.9e-11,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
TFCN21362,TFCN21362_006483-T1,PF00743.26,4e-10,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2
DBVPG4378,DBVPG4378_001442-T1,PF00743.26,1.2e-36,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_001442-T1,PF00743.26,1.2e-36,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_001442-T1,PF00743.26,1.2e-36,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_001443-T1,PF00743.26,1.7e-35,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_001443-T1,PF00743.26,1.7e-35,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_001540-T1,PF00743.26,2.7e-34,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_002413-T1,PF00743.26,3.3e-22,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_007242-T1,PF00743.26,3.4e-16,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_006306-T1,PF00743.26,6.2e-15,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_004928-T1,PF00743.26,8.3e-14,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_006307-T1,PF00743.26,3.3e-12,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_004219-T1,PF00743.26,8.9e-10,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
DBVPG4378,DBVPG4378_005035-T1,PF00743.26,8.9e-10,DBVPG4378,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4378
TFCN17332P1,TFCN17332P1_002153-T1,PF00743.26,1.2e-36,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
TFCN17332P1,TFCN17332P1_002153-T1,PF00743.26,1.2e-36,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
TFCN17332P1,TFCN17332P1_002153-T1,PF00743.26,1.2e-36,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
TFCN17332P1,TFCN17332P1_002154-T1,PF00743.26,1.7e-35,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
TFCN17332P1,TFCN17332P1_002154-T1,PF00743.26,1.7e-35,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
TFCN17332P1,TFCN17332P1_002247-T1,PF00743.26,2.6e-34,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
TFCN17332P1,TFCN17332P1_004566-T1,PF00743.26,3.2e-22,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
TFCN17332P1,TFCN17332P1_000899-T1,PF00743.26,3.4e-16,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
TFCN17332P1,TFCN17332P1_005659-T1,PF00743.26,6.7e-15,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
TFCN17332P1,TFCN17332P1_004697-T1,PF00743.26,5.9e-14,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
TFCN17332P1,TFCN17332P1_001538-T1,PF00743.26,8.1e-14,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
TFCN17332P1,TFCN17332P1_005658-T1,PF00743.26,2.3e-12,TFCN17332P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-1
