gene,pfam_acc,protein_id,species_prefix,GENUS,SPECIES,STRAIN,full_seq_e_value,full_seq_score
crtYB,PF00494.25,TFCN152A2_006563-T1,TFCN152A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-2,1.1e-44,151.6
crtYB,PF00494.25,TFCN152A2_006563-T1,TFCN152A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-2,1.1e-44,151.6
crtYB,PF00494.25,TFCN152A2_002735-T1,TFCN152A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-2,4.7e-41,139.8
crtYB,PF00494.25,DBVPG3775_001191-T1,DBVPG3775,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3775,7.8e-47,158.9
crtYB,PF00494.25,DBVPG3775_001745-T1,DBVPG3775,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3775,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3775_001745-T1,DBVPG3775,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3775,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3775_005226-T1,DBVPG3775,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3775,5.1e-41,139.8
crtYB,PF00494.25,DBVPG6660_003490-T1,DBVPG6660,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6660,1.6e-46,157.7
crtYB,PF00494.25,DBVPG6660_001792-T1,DBVPG6660,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6660,8.1e-46,155.4
crtYB,PF00494.25,DBVPG6660_001792-T1,DBVPG6660,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6660,8.1e-46,155.4
crtYB,PF00494.25,DBVPG6660_003869-T1,DBVPG6660,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6660,8.4e-43,145.5
crtYB,PF00494.25,DBVPG3045_002503-T1,DBVPG3045,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3045,8.3e-47,158.8
crtYB,PF00494.25,DBVPG3045_005580-T1,DBVPG3045,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3045,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3045_005580-T1,DBVPG3045,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3045,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3045_003349-T1,DBVPG3045,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3045,5.3e-41,139.8
crtYB,PF00494.25,DBVPG4949_001944-T1,DBVPG4949,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4949,8.2e-47,158.8
crtYB,PF00494.25,DBVPG4949_004923-T1,DBVPG4949,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4949,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4949_004923-T1,DBVPG4949,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4949,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4949_004486-T1,DBVPG4949,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4949,5.2e-41,139.8
crtYB,PF00494.25,TFCN4M14_000969-T1,TFCN4M14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-4,8.1e-47,158.8
crtYB,PF00494.25,TFCN4M14_003155-T1,TFCN4M14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-4,1.3e-44,151.6
crtYB,PF00494.25,TFCN4M14_003155-T1,TFCN4M14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-4,1.3e-44,151.6
crtYB,PF00494.25,TFCN4M14_003408-T1,TFCN4M14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-4,5.2e-41,139.8
crtYB,PF00494.25,TFCN17325D4_001087-T1,TFCN17325D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-4,8.2e-47,158.8
crtYB,PF00494.25,TFCN17325D4_007123-T1,TFCN17325D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-4,1.3e-44,151.6
crtYB,PF00494.25,TFCN17325D4_007123-T1,TFCN17325D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-4,1.3e-44,151.6
crtYB,PF00494.25,TFCN17325D4_002587-T1,TFCN17325D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-325D-4,5.3e-41,139.8
crtYB,PF00494.25,TFCN17328C3_000161-T1,TFCN17328C3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328C-3,2.2e-44,150.8
crtYB,PF00494.25,TFCN17328C3_006215-T1,TFCN17328C3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328C-3,9.4e-44,148.8
crtYB,PF00494.25,TFCN17328C3_001574-T1,TFCN17328C3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328C-3,2.1e-42,144.4
crtYB,PF00494.25,TFCN17334Y6_006315-T1,TFCN17334Y6,Rhodotorula,Rhodotorula diobovata,TFCN 17-334Y-6,8.6e-44,148.9
crtYB,PF00494.25,TFCN17334Y6_003583-T1,TFCN17334Y6,Rhodotorula,Rhodotorula diobovata,TFCN 17-334Y-6,3.8e-42,143.6
crtYB,PF00494.25,TFCN17334Y6_006931-T1,TFCN17334Y6,Rhodotorula,Rhodotorula diobovata,TFCN 17-334Y-6,4.1e-42,143.5
crtYB,PF00494.25,TFCN152A1_000394-T1,TFCN152A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-1,5.6e-46,156.9
crtYB,PF00494.25,TFCN152A1_000786-T1,TFCN152A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-1,5.7e-46,156.9
crtYB,PF00494.25,TFCN152A1_002943-T1,TFCN152A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-1,4.9e-44,150.5
crtYB,PF00494.25,TFCN152A1_002943-T1,TFCN152A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-1,4.9e-44,150.5
crtYB,PF00494.25,TFCN152A1_011909-T1,TFCN152A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-1,5.5e-44,150.3
crtYB,PF00494.25,TFCN152A1_002609-T1,TFCN152A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-1,4.3e-42,144.2
crtYB,PF00494.25,TFCN152A1_002154-T1,TFCN152A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-1,9.7e-41,139.7
crtYB,PF00494.25,TFCN138A1_000916-T1,TFCN138A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 138A-1,8.3e-47,158.8
crtYB,PF00494.25,TFCN138A1_007090-T1,TFCN138A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 138A-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN138A1_007090-T1,TFCN138A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 138A-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN138A1_003543-T1,TFCN138A1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 138A-1,5.3e-41,139.8
crtYB,PF00494.25,TFCN2M14_001660-T1,TFCN2M14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 2M-1-4,8.1e-47,158.8
crtYB,PF00494.25,TFCN2M14_007110-T1,TFCN2M14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 2M-1-4,1.2e-44,151.6
crtYB,PF00494.25,TFCN2M14_007110-T1,TFCN2M14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 2M-1-4,1.2e-44,151.6
crtYB,PF00494.25,TFCN2M14_003722-T1,TFCN2M14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 2M-1-4,5.1e-41,139.8
crtYB,PF00494.25,DBVPG3384_000589-T1,DBVPG3384,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3384,7.6e-47,158.9
crtYB,PF00494.25,DBVPG3384_007010-T1,DBVPG3384,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3384,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3384_007010-T1,DBVPG3384,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3384,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3384_003295-T1,DBVPG3384,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3384,5.2e-41,139.8
crtYB,PF00494.25,DBVPG8058_000035-T1,DBVPG8058,Rhodotorula,Rhodotorula sp. clade I,DBVPG 8058,2.5e-44,150.7
crtYB,PF00494.25,DBVPG8058_007103-T1,DBVPG8058,Rhodotorula,Rhodotorula sp. clade I,DBVPG 8058,9.4e-44,148.8
crtYB,PF00494.25,DBVPG8058_003408-T1,DBVPG8058,Rhodotorula,Rhodotorula sp. clade I,DBVPG 8058,2.1e-42,144.4
crtYB,PF00494.25,TFCN17334Y3_002567-T1,TFCN17334Y3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334Y-3,8.1e-47,158.8
crtYB,PF00494.25,TFCN17334Y3_004948-T1,TFCN17334Y3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334Y-3,1.2e-44,151.6
crtYB,PF00494.25,TFCN17334Y3_004948-T1,TFCN17334Y3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334Y-3,1.2e-44,151.6
crtYB,PF00494.25,TFCN17334Y3_004014-T1,TFCN17334Y3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-334Y-3,5.2e-41,139.8
crtYB,PF00494.25,OM446_000604-T1,OM446,Rhodotorula,Rhodotorula diobovata,NRRL Y-7196,8.3e-44,148.9
crtYB,PF00494.25,OM446_004288-T1,OM446,Rhodotorula,Rhodotorula diobovata,NRRL Y-7196,3.8e-42,143.5
crtYB,PF00494.25,OM446_006407-T1,OM446,Rhodotorula,Rhodotorula diobovata,NRRL Y-7196,4.1e-42,143.4
crtYB,PF00494.25,OM448_000594-T1,OM448,Rhodotorula,Rhodotorula paludigena,NRRL Y-12923,1.8e-45,154.4
crtYB,PF00494.25,OM448_005844-T1,OM448,Rhodotorula,Rhodotorula paludigena,NRRL Y-12923,2.1e-45,154.2
crtYB,PF00494.25,OM448_006997-T1,OM448,Rhodotorula,Rhodotorula paludigena,NRRL Y-12923,1e-43,148.7
crtYB,PF00494.25,TFCN25332M1_000775-T1,TFCN25332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332M-1,8e-47,158.8
crtYB,PF00494.25,TFCN25332M1_004872-T1,TFCN25332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332M-1,1.2e-44,151.6
crtYB,PF00494.25,TFCN25332M1_004872-T1,TFCN25332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332M-1,1.2e-44,151.6
crtYB,PF00494.25,TFCN25332M1_004074-T1,TFCN25332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332M-1,5.1e-41,139.8
crtYB,PF00494.25,DBVPG5759_000550-T1,DBVPG5759,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5759,8e-47,158.8
crtYB,PF00494.25,DBVPG5759_005005-T1,DBVPG5759,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5759,1.2e-44,151.6
crtYB,PF00494.25,DBVPG5759_005005-T1,DBVPG5759,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5759,1.2e-44,151.6
crtYB,PF00494.25,DBVPG5759_005366-T1,DBVPG5759,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5759,5.1e-41,139.8
crtYB,PF00494.25,DBVPG10842_000935-T1,DBVPG10842,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10842,7.8e-47,158.9
crtYB,PF00494.25,DBVPG10842_003628-T1,DBVPG10842,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10842,1.3e-44,151.6
crtYB,PF00494.25,DBVPG10842_003628-T1,DBVPG10842,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10842,1.3e-44,151.6
crtYB,PF00494.25,DBVPG10842_004798-T1,DBVPG10842,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10842,5.1e-41,139.8
crtYB,PF00494.25,TFCN25327D1_002493-T1,TFCN25327D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-327D-1,8e-47,158.8
crtYB,PF00494.25,TFCN25327D1_004761-T1,TFCN25327D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-327D-1,1.2e-44,151.6
crtYB,PF00494.25,TFCN25327D1_004761-T1,TFCN25327D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-327D-1,1.2e-44,151.6
crtYB,PF00494.25,TFCN25327D1_003814-T1,TFCN25327D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-327D-1,5.1e-41,139.8
crtYB,PF00494.25,DBVPG3444_000785-T1,DBVPG3444,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3444,1.7e-46,158.8
crtYB,PF00494.25,DBVPG3444_002066-T1,DBVPG3444,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3444,1.7e-46,158.8
crtYB,PF00494.25,DBVPG3444_012443-T1,DBVPG3444,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3444,2.6e-44,151.6
crtYB,PF00494.25,DBVPG3444_012443-T1,DBVPG3444,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3444,2.6e-44,151.6
crtYB,PF00494.25,DBVPG3444_014288-T1,DBVPG3444,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3444,1.3e-43,149.4
crtYB,PF00494.25,DBVPG3444_003290-T1,DBVPG3444,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3444,2e-42,145.4
crtYB,PF00494.25,DBVPG3444_001664-T1,DBVPG3444,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3444,1.1e-40,139.8
crtYB,PF00494.25,DBVPG3237_000137-T1,DBVPG3237,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3237,7.7e-47,158.9
crtYB,PF00494.25,DBVPG3237_007078-T1,DBVPG3237,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3237,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3237_007078-T1,DBVPG3237,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3237,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3237_004069-T1,DBVPG3237,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3237,5.3e-41,139.8
crtYB,PF00494.25,TFCN25335P1_002470-T1,TFCN25335P1,Rhodotorula,Rhodotorula diobovata,TFCN 25-335P-1,9.3e-44,148.9
crtYB,PF00494.25,TFCN25335P1_001339-T1,TFCN25335P1,Rhodotorula,Rhodotorula diobovata,TFCN 25-335P-1,4.3e-42,143.5
crtYB,PF00494.25,TFCN25335P1_005006-T1,TFCN25335P1,Rhodotorula,Rhodotorula diobovata,TFCN 25-335P-1,4.5e-42,143.4
crtYB,PF00494.25,TFCN20965_000687-T1,TFCN20965,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-5,8.2e-47,158.8
crtYB,PF00494.25,TFCN20965_003872-T1,TFCN20965,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-5,1.3e-44,151.6
crtYB,PF00494.25,TFCN20965_003872-T1,TFCN20965,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-5,1.3e-44,151.6
crtYB,PF00494.25,TFCN20965_002836-T1,TFCN20965,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-5,5.2e-41,139.8
crtYB,PF00494.25,TFCN102D1_001635-T1,TFCN102D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102D-1,8.1e-47,158.8
crtYB,PF00494.25,TFCN102D1_007045-T1,TFCN102D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102D-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN102D1_007045-T1,TFCN102D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102D-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN102D1_002301-T1,TFCN102D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102D-1,5.2e-41,139.8
crtYB,PF00494.25,TFCN22C4_001799-T1,TFCN22C4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 22C-4,1.5e-46,158.8
crtYB,PF00494.25,TFCN22C4_001177-T1,TFCN22C4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 22C-4,1.6e-46,158.8
crtYB,PF00494.25,TFCN22C4_012980-T1,TFCN22C4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 22C-4,2.4e-44,151.6
crtYB,PF00494.25,TFCN22C4_012980-T1,TFCN22C4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 22C-4,2.4e-44,151.6
crtYB,PF00494.25,TFCN22C4_005372-T1,TFCN22C4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 22C-4,2.3e-43,148.4
crtYB,PF00494.25,TFCN22C4_004643-T1,TFCN22C4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 22C-4,4.5e-42,144.2
crtYB,PF00494.25,TFCN22C4_004103-T1,TFCN22C4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 22C-4,9.8e-41,139.8
crtYB,PF00494.25,TFCN100D1_003119-T1,TFCN100D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 100D-1,8.2e-47,158.8
crtYB,PF00494.25,TFCN100D1_005344-T1,TFCN100D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 100D-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN100D1_005344-T1,TFCN100D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 100D-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN100D1_002546-T1,TFCN100D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 100D-1,5.3e-41,139.8
crtYB,PF00494.25,DBVPG3382_000831-T1,DBVPG3382,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3382,7.6e-47,158.9
crtYB,PF00494.25,DBVPG3382_007177-T1,DBVPG3382,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3382,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3382_007177-T1,DBVPG3382,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3382,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3382_004421-T1,DBVPG3382,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3382,5.2e-41,139.8
crtYB,PF00494.25,TFCN140A3_000386-T1,TFCN140A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 140A-3,8.1e-47,158.8
crtYB,PF00494.25,TFCN140A3_003509-T1,TFCN140A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 140A-3,1.3e-44,151.6
crtYB,PF00494.25,TFCN140A3_003509-T1,TFCN140A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 140A-3,1.3e-44,151.6
crtYB,PF00494.25,TFCN140A3_003107-T1,TFCN140A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 140A-3,5.2e-41,139.8
crtYB,PF00494.25,TFCN102C1_003346-T1,TFCN102C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102C-1,8.3e-47,158.8
crtYB,PF00494.25,TFCN102C1_007198-T1,TFCN102C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102C-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN102C1_007198-T1,TFCN102C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102C-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN102C1_003891-T1,TFCN102C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102C-1,5.3e-41,139.8
crtYB,PF00494.25,DBVPG3442_000468-T1,DBVPG3442,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3442,7.9e-47,158.9
crtYB,PF00494.25,DBVPG3442_000962-T1,DBVPG3442,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3442,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3442_000962-T1,DBVPG3442,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3442,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3442_005269-T1,DBVPG3442,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3442,5.1e-41,139.8
crtYB,PF00494.25,DBVPG6743_001133-T1,DBVPG6743,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6743,7.9e-47,158.9
crtYB,PF00494.25,DBVPG6743_001674-T1,DBVPG6743,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6743,1.3e-44,151.6
crtYB,PF00494.25,DBVPG6743_001674-T1,DBVPG6743,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6743,1.3e-44,151.6
crtYB,PF00494.25,DBVPG6743_005901-T1,DBVPG6743,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6743,5.1e-41,139.8
crtYB,PF00494.25,TFCN48D4_000738-T1,TFCN48D4,Rhodotorula,Rhodotorula paludigena,TFCN 48D-4,1.8e-45,154.4
crtYB,PF00494.25,TFCN48D4_006701-T1,TFCN48D4,Rhodotorula,Rhodotorula paludigena,TFCN 48D-4,7.6e-45,152.4
crtYB,PF00494.25,TFCN48D4_004779-T1,TFCN48D4,Rhodotorula,Rhodotorula paludigena,TFCN 48D-4,3.2e-44,150.3
crtYB,PF00494.25,TFCN86A12_000724-T1,TFCN86A12,Rhodotorula,Rhodotorula mucilaginosa,TFCN 86A-12,7.5e-47,158.8
crtYB,PF00494.25,TFCN86A12_003038-T1,TFCN86A12,Rhodotorula,Rhodotorula mucilaginosa,TFCN 86A-12,1.2e-44,151.6
crtYB,PF00494.25,TFCN86A12_003038-T1,TFCN86A12,Rhodotorula,Rhodotorula mucilaginosa,TFCN 86A-12,1.2e-44,151.6
crtYB,PF00494.25,TFCN86A12_002313-T1,TFCN86A12,Rhodotorula,Rhodotorula mucilaginosa,TFCN 86A-12,4.8e-41,139.8
crtYB,PF00494.25,TFCN134A3_000288-T1,TFCN134A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 134A-3,4.4e-46,156.2
crtYB,PF00494.25,TFCN134A3_004343-T1,TFCN134A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 134A-3,7.8e-46,155.4
crtYB,PF00494.25,TFCN134A3_004343-T1,TFCN134A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 134A-3,7.8e-46,155.4
crtYB,PF00494.25,TFCN134A3_003970-T1,TFCN134A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 134A-3,8.2e-43,145.5
crtYB,PF00494.25,TFCN17338D3_000404-T1,TFCN17338D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-338D-3,7.4e-47,158.8
crtYB,PF00494.25,TFCN17338D3_006524-T1,TFCN17338D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-338D-3,1.2e-44,151.6
crtYB,PF00494.25,TFCN17338D3_006524-T1,TFCN17338D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-338D-3,1.2e-44,151.6
crtYB,PF00494.25,TFCN17338D3_002928-T1,TFCN17338D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-338D-3,4.8e-41,139.8
crtYB,PF00494.25,TFCN4M13_001944-T1,TFCN4M13,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-3,8.1e-47,158.8
crtYB,PF00494.25,TFCN4M13_004374-T1,TFCN4M13,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-3,1.3e-44,151.6
crtYB,PF00494.25,TFCN4M13_004374-T1,TFCN4M13,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-3,1.3e-44,151.6
crtYB,PF00494.25,TFCN4M13_003618-T1,TFCN4M13,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-3,5.2e-41,139.8
crtYB,PF00494.25,TFCN86A6_000099-T1,TFCN86A6,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-6,1.9e-46,157.4
crtYB,PF00494.25,TFCN86A6_003108-T1,TFCN86A6,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-6,6.5e-44,149.1
crtYB,PF00494.25,TFCN86A6_004118-T1,TFCN86A6,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-6,7.7e-43,145.6
crtYB,PF00494.25,DBVPG5229_002170-T1,DBVPG5229,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5229,7.6e-47,158.9
crtYB,PF00494.25,DBVPG5229_001938-T1,DBVPG5229,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5229,2.6e-44,150.6
crtYB,PF00494.25,DBVPG5229_001938-T1,DBVPG5229,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5229,2.6e-44,150.6
crtYB,PF00494.25,DBVPG5229_005260-T1,DBVPG5229,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5229,5e-41,139.8
crtYB,PF00494.25,DBVPG4947_000509-T1,DBVPG4947,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4947,7.8e-47,158.9
crtYB,PF00494.25,DBVPG4947_007466-T1,DBVPG4947,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4947,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4947_007466-T1,DBVPG4947,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4947,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4947_004032-T1,DBVPG4947,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4947,5.1e-41,139.8
crtYB,PF00494.25,DBVPG10753_000242-T1,DBVPG10753,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 10753,2.5e-43,147.6
crtYB,PF00494.25,DBVPG10753_007830-T1,DBVPG10753,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 10753,3.9e-43,147.0
crtYB,PF00494.25,DBVPG10753_005607-T1,DBVPG10753,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 10753,8.2e-42,142.7
crtYB,PF00494.25,DBVPG4531_000571-T1,DBVPG4531,Rhodotorula,Rhodotorula taiwanensis,DBVPG 4531,1.3e-46,158.2
crtYB,PF00494.25,DBVPG4531_006430-T1,DBVPG4531,Rhodotorula,Rhodotorula taiwanensis,DBVPG 4531,2e-43,147.7
crtYB,PF00494.25,DBVPG4531_002060-T1,DBVPG4531,Rhodotorula,Rhodotorula taiwanensis,DBVPG 4531,1.8e-41,141.3
crtYB,PF00494.25,TFCN2502E3337_000891-T1,TFCN2502E3337,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-7,7.6e-47,158.8
crtYB,PF00494.25,TFCN2502E3337_006613-T1,TFCN2502E3337,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-7,1.2e-44,151.6
crtYB,PF00494.25,TFCN2502E3337_006613-T1,TFCN2502E3337,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-7,1.2e-44,151.6
crtYB,PF00494.25,TFCN2502E3337_003086-T1,TFCN2502E3337,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-7,4.9e-41,139.8
crtYB,PF00494.25,DBVPG3090_003061-T1,DBVPG3090,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3090,8.3e-47,158.8
crtYB,PF00494.25,DBVPG3090_004885-T1,DBVPG3090,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3090,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3090_004885-T1,DBVPG3090,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3090,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3090_003780-T1,DBVPG3090,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3090,5.3e-41,139.8
